Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
"Detached Single Family, 1 Story",,2001,Bolingbrook,,"$423,700",, 3.5, Bolingbrook High School,419 York St 60440,4.0,3.5,"3,581",,, 3, 1, 0, 18,,,," $13,079.10", 8

"Detached Single Family, 2 Stories",$281/month,2020,Bolingbrook,,"$464,000",, 3, Plainfield East High School,Unknown Unknown,3.0,3,"2,992",,, 3,, 8, 10,,,,, 8

"Detached Single Family, 2 Stories",,1993,Bolingbrook,,"$266,500",, 2, Bolingbrook High School,468 Bradford Pl 60490,4.0,2.5,"2,100",,, 2, 1, 20, 8,,, 750," $7,318.12", 10

"Detached Single Family, 1 Story",,1975,Bolingbrook,,"$145,000",, 1, Bolingbrook High School,843 Summit Ln 60440,2.0,1,922,,, 1,, 0, 0,,,," $4,861.46", 5

"Detached Single Family, 1 Story",,1972,Bolingbrook,,"$180,000",, 2, Bolingbrook High School,188 Nottingham Dr 60440,3.0,1,"1,210",,, 1,, 6, 0,,,," $4,579.82", 6

"Detached Single Family, 2 Stories",$23/month,2003,Bolingbrook,,"$270,000",, 2, Bolingbrook High School,177 Lilac St 60490,4.0,2.5,"1,800",,, 2, 1, 4, 12,,, 900," $10,403.24", 8

Condo,$198/month,1993,Bolingbrook,,"$200,000",, 2, Bolingbrook High School,304 Whispering Ct 60440,3.0,2.5,"1,452",,, 2, 1, 8, 0,,,," $4,235.92", 8

"Detached Single Family, Split-Level with Sub-Basement",,1996,Bolingbrook,,"$290,500",, 2, Neuqua Valley High School,1815 Maroon Bells Ln 60490,3.0,2,"2,568",,, 2,, 6, 0,,,," $7,179.30", 7

"Detached Single Family, Raised Ranch",,1971,Bolingbrook,,"$245,000",, 2,,432 W Briarcliff Rd 60440,4.0,1.5,"1,800",,, 1, 1, 2, 6,,,," $5,694", 8

"Detached Single Family, 2 Stories",$29/month,2004,Bolingbrook,,"$357,500",, 3, Plainfield East High School,1351 Danhof Dr 60490,4.0,2.5,"3,444",,, 2, 1, 18, 8,,,," $9,408", 10

Single Family Residential,,1990,Bolingbrook,,"$270,000",, 6,,1110 Country Ridge Ln 60440,4.0,2.5,"2,100", Natural Gas, Central Air, 2, 1, 0, 0, Partial, Unfinished,,, 8

"Detached Single Family, 2 Stories",$13/month,2002,Bolingbrook,,"$300,000",, 3, Plainfield East High School,1645 Prairieview Blvd 60490,4.0,2.5,"2,650",,, 2, 1, 18, 0,,,," $9,603.72", 10

"Detached Single Family, 2 Stories",,2003,Bolingbrook,,"$260,000",, 2,,369 Clifton Ln 60440,6.0,3.5,"2,009",,, 3, 1, 20, 0,,,," $9,588.80", 12

"Attached Single Family, Townhouse (2 Story)",$152/month,1968,Bolingbrook,,"$139,900",, 2,,414 Wellington Ln 60440,3.0,1,912,,, 1,, 0, 0,,,," $2,185.24", 6

"Detached Single Family, 2 Stories",$29/month,2003,Bolingbrook,,"$360,000",, 3, Bolingbrook High School,1507 Firethorn St 60490,4.0,2.5,"2,900",,, 2, 1, 12, 10,,,," $13,222.02", 10

"Detached Single Family, Split-Level with Sub-Basement",,1977,Bolingbrook,,"$159,500",, 2,,115 Lee Ln 60440,4.0,2,,,, 2,, 10, 0,,,," $5,857.58", 8

"Attached Single Family, 1/2 Duplex",,1993,Bolingbrook,,"$222,000",, 2,,1166 Coventry Ln 60440,3.0,3.5,"1,400",,, 3, 1, 6, 0,,,," $5,328.18", 6

"Detached Single Family, 1.5 Story",,1971,Bolingbrook,,"$268,000",, 2,,625 N Pinecrest Rd 60440,4.0,2,"1,950",,, 2,, 0, 8,,,," $5,395.90", 8

"Detached Single Family, 2 Stories",,1964,Bolingbrook,,"$227,000",, 1, Bolingbrook High School,228 Vernon Dr 60440,5.0,2,"1,600",,, 2,, 6, 0,,,," $5,003", 7

"Detached Single Family, 2 Stories",$42/month,2017,Bolingbrook,,"$560,000",, 3, Plainfield East High School,1107 Jefferson Dr 60490,4.0,3,"2,938",,, 3,, 8, 14,,, 2294," $13,572.84", 9

"Detached Single Family, 2 Stories",,1999,Bolingbrook,,"$338,000",, 2, Bolingbrook High School,467 S Orchard Dr 60440,4.0,2.5,"3,052",,, 2, 1, 14, 0,,,," $11,280.12", 10

"Detached Single Family, 1 Story",,1973,Bolingbrook,,"$199,900",, 2, Bolingbrook High School,127 Shady Ln 60440,3.0,1.5,"1,264",,, 1, 1, 10, 0,,,," $5,882.98", 6

"Detached Single Family, Split-Level",,1978,Bolingbrook,,"$215,000",, 2, Bolingbrook High School,696 Melissa Dr 60440,3.0,2,"1,700",,, 2,, 10, 0,,,," $6,011.44", 7

"Detached Single Family, 3 Stories",,1971,Bolingbrook,,"$199,900",, 2.5, Bolingbrook High School,121 Garden Dr 60440,3.0,1.5,"1,100",,, 1, 1, 8, 0,,,," $6,104.50", 6

"Detached Single Family, 2 Stories",$6/month,1988,Naperville,,"$590,000",, 3, Naperville Central High School,1903 Morgan Cir 60565,5.0,4.5,"3,535",,, 4, 1, 16, 8,,,," $13,303.64", 11

"Detached Single Family, 2 Stories",,1999,Bolingbrook,,"$279,900",, 2,,1450 Hawk Dr 60490,4.0,3.5,"1,900",,, 3, 1, 10, 10,,,," $7,469.14", 9

"Detached Single Family, Raised Ranch",,1974,Bolingbrook,,"$217,000",, 1, Bolingbrook High School,450 Galahad Rd 60440,3.0,1.5,"1,726",,, 1, 1, 8, 2,,,," $5,744.22", 7

Other,,1995,,,"$224,017",,,,20915 Boulder Dr 60544,4.0,2.5,"2,004",,,,, 0, 0,,,,, 8

"Detached Single Family, 2 Stories",$9/month,1997,Bolingbrook,,"$321,000",, 2, Neuqua Valley High School,26 Yukon Ct 60490,4.0,2.5,"2,756",,, 2, 1, 8, 12,,, 1385," $8,449.16", 9

"Detached Single Family, Raised Ranch",,1979,Bolingbrook,,"$250,000",, 6, South High School,664 Banbury Way 60440,3.0,3,"2,046",,, 3,, 8, 8,,,," $6,641", 7

Condo/Co-op,,2006,,,"$437,000",,,,1184 Betsy Ross Pl 60490,,3,"2,172",,,,, 0, 0,,,,,

"Detached Single Family, Raised Ranch",,1972,Bolingbrook,,"$220,000",, 2,,312 Malibu Dr 60440,3.0,1.5,"1,755",,, 1, 1, 10, 2,,,,, 7

"Detached Single Family, 1 Story",,1969,Bolingbrook,,"$200,000",, 2,,461 Cumberland Ln 60440,3.0,1.5,"1,840",,, 1, 1, 10, 0,,,,, 7

"Detached Single Family, Raised Ranch",,1975,Bolingbrook,,"$245,500",, 2.5, Bolingbrook High School,623 Cochise Cir 60440,4.0,2,"1,671",,, 2,, 8, 0,,,," $6,775.24", 8

"Detached Single Family, Split-Level",,1972,Bolingbrook,,"$280,000",, 2,,326 Lancelot Ct 60440,5.0,3,"2,964",,, 3,, 0, 14,,,," $7,142.22", 9

"Detached Single Family, 2 Stories",,1995,Bolingbrook,,"$294,000",, 2, Bolingbrook High School,848 Hartford Ln 60440,4.0,3,"1,758",,, 2, 2, 16, 8,,,," $8,063.36", 10

"Detached Single Family, 2 Stories",$12/month,2002,Bolingbrook,,"$300,000",, 3,,259 Berkeley Dr 60440,4.0,3,"2,351",,, 2, 2, 20, 8,,,," $10,324", 11

"Detached Single Family, Split-Level",,1972,Bolingbrook,,"$220,000",, 2,,164 Larchmont Way 60440,4.0,2,"1,014",,, 2,, 0, 0,,,," $5,709.56", 7

"Attached Single Family, Townhouse (2 Story)",$177/month,1973,Bolingbrook,,"$176,000",, 1,,507 Dubois Cir 60440,3.0,2.5,"1,320",,, 2, 1, 10, 0,,,," $4,787.80", 6

"Attached Single Family, Townhouse (2 Story)",$247/month,2011,Bolingbrook,,"$322,500",, 2, Plainfield East High School,1207 John Hancock Dr 60490,3.0,2.5,"2,013",,, 2, 1, 10, 10,,, 1080," $6,952.10", 9

"Detached Single Family, 1 Story",,1972,Bolingbrook,,"$202,000",, 2,,222 Flagstaff Dr 60440,4.0,2,"1,474",,, 2,, 0, 0,,,," $6,849.18", 8

"Detached Single Family, 2 Stories",,2000,Bolingbrook,,"$260,000",, 2, Bolingbrook High School,137 Palmer Dr 60490,3.0,2.5,"2,350",,, 2, 1, 16, 0,,,," $10,025", 10

"Detached Single Family, 2 Stories",,1994,Bolingbrook,,"$268,000",, 2, Bolingbrook High School,1381 Lily Cache Ln 60490,4.0,2.5,,,, 2, 1, 14, 6,,,," $8,403.10", 9

"Detached Single Family, 2 Stories",,1997,Bolingbrook,,"$322,000",, 6, Romeoville High School,352 Fox Bend Cir 60440,4.0,2.5,"2,647",,, 2, 1, 18, 6,,, 1287," $7,880.86", 10

"Detached Single Family, Raised Ranch",,1979,Bolingbrook,,"$279,000",, 2,,668 Sheffield Ln 60440,3.0,2,,,, 2,, 0, 0,,,," $6,111.69", 7

"Attached Single Family, Townhouse (Ranch)",$260/month,2019,Bolingbrook,,"$270,630",, 2,,1186 Mandalay Ln 60490,2.0,2,"1,468",,, 2,, 8, 0,,,,, 5

"Attached Single Family, Townhouse (2 Story)",$147/month,1969,Bolingbrook,,"$158,000",, 2,,105 Pilgrim Ct 60440,3.0,2.5,"1,554",,, 2, 1, 8, 0,,,," $2,760.74", 8

"Attached Single Family, Townhouse (Ranch)",$252/month,2007,Bolingbrook,,"$335,000",, 2, Plainfield East High School,1189 Patrick Henry Pkwy 60490,3.0,3,"2,016",,, 3,, 4, 12,,,," $6,882.84", 7

"Detached Single Family, 2 Stories",$29/month,2003,Bolingbrook,,"$200,000",, 2, Bolingbrook High School,136 Lilac St 60490,4.0,3.5,"2,470",,, 3, 1, 16, 4,,,," $8,943.52", 10

"Detached Single Family, 2 Stories",,1987,Bolingbrook,,"$233,000",, 2,,1412 Canyon Ct 60490,3.0,3,"1,844",,, 2, 2, 12, 0,,,," $5,303.14", 10

"Detached Single Family, 2 Stories",$18/month,2002,Bolingbrook,,"$335,000",, 2,,750 Lenox Ave 60490,4.0,3.5,"2,613",,, 3, 1, 4, 6,,,," $9,947.90", 12

"Detached Single Family, 2 Stories",$281/month,2020,Bolingbrook,,"$507,670",, 3, Plainfield East High School,5 Samantha Joy Ct 60490,3.0,3,"2,992",,, 3,, 8, 10,,,,, 9

"Detached Single Family, 2 Stories",,1993,Bolingbrook,,"$230,000",, 2, Bolingbrook High School,661 Maple Trl 60490,3.0,2.5,"1,750",,, 2, 1, 8, 0,,,," $8,639.80", 9

Single Family Residential,,2005,,,"$320,500",,,,1001 Ashbrook Cir 60440,5.0,3.5,"2,889",,,,, 0, 0,,,,, 11

"Detached Single Family, 2 Stories",,1994,Bolingbrook,,"$277,000",, 2,,408 Columbine Ln 60440,3.0,2.5,"1,850",,, 2, 1, 4, 18,,,," $6,479.20", 10

"Detached Single Family, 2 Stories",,1999,Bolingbrook,,"$268,000",, 2, Plainfield East High School,768 Springbrook Ln 60490,4.0,2.5,"2,158",,, 2, 1, 18, 2,,, 1098," $7,587.52", 9

"Detached Single Family, 2 Stories",,1993,Bolingbrook,,"$281,000",, 2, Bolingbrook High School,17 Lindsey Ct E 60440,3.0,2.5,"2,156",,, 2, 1, 18, 2,,,," $8,273.68", 9

"Detached Single Family, 2 Stories",,1974,Bolingbrook,,"$233,500",, 2,,121 Thackeray Dr 60440,4.0,2,,,, 2,, 0, 2,,,," $5,984.08", 8

"Detached Single Family, 1 Story",,1961,Bolingbrook,,"$220,000",, 2.5,,236 Glengary Dr 60440,3.0,2,"1,482",,, 2,, 0, 0,,,," $5,883", 6

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$215,000",, 2,,128 Kingston Rd 60440,4.0,2,"1,372",,, 2,, 8, 0,,,," $5,495.36", 7

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$170,000",, 4.5,,109 W Briarcliff Rd 60440,3.0,1.5,"1,162",,, 1, 1, 8, 0,,,," $2,129.24", 6

"Detached Single Family, 2 Stories",,1994,Bolingbrook,,"$355,000",, 2, Neuqua Valley High School,137 Starwood Dr 60490,3.0,2.5,"2,078",,, 2, 1, 0, 0,,, 618," $7,342.72", 8

"Detached Single Family, 2 Stories",,2004,Bolingbrook,,"$277,000",, 2, Bolingbrook High School,6 Cranberry Ct 60490,4.0,2.5,"2,267",,, 2, 1, 0, 16,,,," $11,580", 9

"Detached Single Family, 1 Story",,1980,Bolingbrook,,"$201,000",, 1,,1026 Bothwell Ct 60440,3.0,1,"1,263",,, 1,, 0, 0,,,," $5,495.56", 6

"Attached Single Family, Townhouse (2 Story)",$150/month,1999,Bolingbrook,,"$225,000",, 2,,1430 White Pine Ln 60490,4.0,2.5,"1,806",,, 2, 1, 0, 0,,,," $6,260.46", 8

"Detached Single Family, 2 Stories",,1993,Bolingbrook,,"$269,900",, 2, Bolingbrook High School,124 Wethersfield Ln 60440,4.0,2.5,"2,000",,, 2, 1, 0, 16,,,," $8,986.40", 8

"Detached Single Family, 2 Stories",,1977,Bolingbrook,,"$210,000",, 2,,424 Seneca Ln 60440,3.0,1.5,"1,760",,, 1, 1, 0, 14,,,," $5,155.34", 7

Other,,1995,,,"$218,000",,,,332 Inner Cir Dr 60490,,2.5,"1,892",,,,, 0, 0,,,,,

"Attached Single Family, Townhouse (2 Story)",$138/month,2002,Bolingbrook,,"$230,000",, 2,,1158 Lily Field Ln 60440,2.0,3,,,, 2, 2, 8, 10,,,," $6,143", 7

"Detached Single Family, 1.5 Story",$21/month,1979,Bolingbrook,,"$285,000",, 2,,263 Sunshine Dr 60490,3.0,3,"2,166",,, 3,, 14, 6,,,," $8,378.48", 7

"Detached Single Family, 2 Stories",,1999,Bolingbrook,,"$405,000",, 2, Neuqua Valley High School,1929 Danube Way 60490,4.0,4,"2,846",,, 4,, 18, 6,,,," $10,021", 11

"Attached Single Family, Townhouse (2 Story)",$199/month,1993,Bolingbrook,,"$197,500",, 2, Bolingbrook High School,223 Pamela Dr 60440,3.0,2.5,"1,800",,, 2, 1, 10, 0,,,," $6,093", 6

"Detached Single Family, 2 Stories",$29/month,2003,Bolingbrook,,"$330,000",, 2, Bolingbrook High School,1524 Firethorn St 60490,5.0,3.5,"2,594",,, 3, 1, 22, 4,,,," $12,831.82", 12

"Detached Single Family, 2 Stories",$29/month,2014,Bolingbrook,,"$356,000",, 3, Plainfield East High School,2228 Misty Creek Trl 60490,3.0,2.5,"2,343",,, 2, 1, 0, 0,,, 964," $7,330.84", 7

"Detached Single Family, Split-Level with Sub-Basement",,1979,Bolingbrook,,"$295,000",, 8.5, Bolingbrook High School,1025 Churchill Dr 60440,4.0,2.5,"2,201",,, 2, 1, 10, 0,,, 575," $6,225", 9

"Detached Single Family, 2 Stories",$25/month,2002,Bolingbrook,,"$495,000",, 6,,1322 Alexander Dr 60490,5.0,4.5,"3,444",,, 4, 1, 0, 4,,,," $7,587.05", 14

Other,,2003,,,"$360,000",,,,804 Lindsey Ln 60440,4.0,2.5,"3,454",,,,, 0, 0,,,,, 9

"Detached Single Family, 2 Stories",$28/month,2003,Bolingbrook,,"$299,500",, 2, Bolingbrook High School,1527 Firethorn St 60490,4.0,2.5,"2,586",,, 2, 1, 0, 2,,,," $12,476.60", 9

Single Family Residential,,1977,,,"$285,000",,,,2 Pinecrest Ct 60440,,1,"2,508",,,,, 0, 0,,,,,

Single Family Residential,,1972,Bolingbrook,,"$243,000",, 6,,601 N Ashbury Ave 60440,4.0,2.5,"1,915", Natural Gas, Central Air, 2, 1, 0, 0, Partial, Unfinished,,, 8

"Detached Single Family, 2 Stories",,1976,Bolingbrook,,"$225,000",, 2.5, Bolingbrook High School,228 Yellow Pine Dr 60440,3.0,1.5,"1,760",,, 1, 1, 0, 0,,,," $5,693.24", 8

"Attached Single Family, Townhouse (2 Story)",$199/month,1972,Bolingbrook,,"$215,000",, 1,,242 Douglass Way 60440,4.0,2.5,"1,460",,, 2, 1, 8, 0,,,," $4,532.74", 7

"Detached Single Family, 2 Stories",,1994,Bolingbrook,,"$309,000",, 2, Bolingbrook High School,653 Birchwood Dr 60490,4.0,2.5,"2,630",,, 2, 1, 16, 6,,, 1300," $10,443.68", 10

"Detached Single Family, 2 Stories",$13/month,2004,Bolingbrook,,"$300,000",, 2, Plainfield East High School,1637 Trails End Ln 60490,3.0,2.5,"2,202",,, 2, 1, 0, 0,,,," $9,234", 8

"Detached Single Family, 2 Stories",$29/month,2011,Bolingbrook,,"$385,000",, 3,,2373 River Hills Ln 60490,5.0,2.5,"3,047",,, 2, 1, 16, 4,,,," $8,841", 9

Other,,,,,"$289,500",,,,411 Bluebell Dr 60440,,,,,,,, 0, 0,,,,,

"Detached Single Family, Raised Ranch",,1977,Bolingbrook,,"$240,000",, 2,,1104 Quail Run Ave 60490,4.0,3,"1,479",,, 3,, 0, 14,,,," $7,194.12", 8

"Detached Single Family, Raised Ranch",,1969,Bolingbrook,,"$181,500",, 1,,153 Bedford Rd 60440,3.0,1.5,,,, 1, 1, 2, 0,,,," $5,047.18", 6

"Detached Single Family, Split-Level",,1972,Bolingbrook,,"$221,000",, 1, Bolingbrook High School,243 Blackberry Dr 60440,3.0,1.5,"1,014",,, 1, 1, 4, 0,,,," $5,074", 7

"Detached Single Family, Raised Ranch",,1976,Bolingbrook,,"$233,000",, 2, Bolingbrook High School,446 Alcester Ct 60440,4.0,2,"1,950",,, 2,, 12, 0,,,," $7,079.56", 8

"Detached Single Family, 2 Stories",,1995,Bolingbrook,,"$280,000",, 2,,388 Wildflower Way 60440,4.0,2.5,"1,657",,, 2, 1, 0, 0,,,," $6,525.14", 8

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$222,000",, 2, Bolingbrook High School,104 S Pinecrest Rd 60440,3.0,2,"1,372",,, 2,, 6, 0,,,," $5,135.10", 6

"Detached Single Family, Split-Level",,1977,Bolingbrook,,"$235,000",, 2, Bolingbrook High School,509 Falmore Ln 60440,4.0,2.5,,,, 2, 1, 10, 0,,,," $7,630.66", 8

"Detached Single Family, 1 Story",,1962,Bolingbrook,,"$207,500",, 2.5,,108 Oxford Rd 60440,3.0,2,"1,372",,, 2,, 0, 0,,,," $6,088", 6

"Detached Single Family, Split-Level with Sub-Basement",,1978,Bolingbrook,,"$254,000",, 2,,556 Whitehall Way 60440,3.0,1.5,"1,938",,, 1, 1, 0, 0,,, 554," $6,652", 7

"Attached Single Family, 1/2 Duplex",$150/month,1999,Bolingbrook,,"$225,000",, 2, Bolingbrook High School,524 Pinebrook Dr 60490,3.0,2.5,"1,607",,, 2, 1, 0, 0,,,," $6,560.94", 7

"Detached Single Family, 2 Stories",,1995,Bolingbrook,,"$238,500",, 2, Bolingbrook High School,344 Wildflower Way 60440,3.0,2.5,"1,816",,, 2, 1, 6, 8,,,," $7,621.80", 7

"Detached Single Family, 2 Stories",$26/month,2002,Bolingbrook,,"$356,000",, 3, Plainfield East High School,2175 Mark Cir 60490,4.0,3,"2,773",,, 3,, 16, 2,,, 950," $8,021.58", 10

"Detached Single Family, 2 Stories",,1995,Bolingbrook,,"$285,000",, 2,,151 S Vincent Dr 60490,3.0,2.5,"2,450",,, 2, 1, 16, 0,,,," $8,804.44", 9

"Detached Single Family, Raised Ranch",,1970,Bolingbrook,,"$210,000",, 2, Bolingbrook High School,149 Newport Dr 60440,4.0,2,"1,265",,, 2,, 14, 0,,,," $5,581.30", 9

Other,,,,,"$322,500",,,,1211 John Hancock Dr 60490,,,"2,013",,,,, 0, 0,,,,,

"Detached Single Family, 1 Story",,1982,Bolingbrook,,"$185,000",, 1, Bolingbrook High School,1066 Towner Dr 60440,3.0,1,"1,263",,, 1,, 8, 0,,,," $5,732.52", 7

"Detached Single Family, 2 Stories",$40/month,2004,Bolingbrook,,"$330,000",, 3, Bolingbrook High School,380 Claridge Cir 60440,4.0,2.5,"3,149",,, 2, 1, 18, 0,,,," $11,152.72", 10

"Detached Single Family, Split-Level with Sub-Basement",,1997,Bolingbrook,,"$240,000",, 2, Bolingbrook High School,562 Rebecca Ln 60440,3.0,3,"1,800",,, 3,, 4, 0,,,," $6,979.10", 7

"Detached Single Family, 1.5 Story",,1971,Bolingbrook,,"$240,000",, 2,,524 Concord Ln 60440,4.0,2.5,"1,915",,, 2, 1, 6, 0,,,," $7,580.62", 8

"Attached Single Family, Townhouse (Ranch)",$190/month,2019,Bolingbrook,,"$264,068",, 2,,135 Barbers Corner Rd 60440,2.0,2,"1,468",,, 2,, 0, 0,,,,, 4

Single Family Residential,,1978,,,"$275,000",,,,514 Whitehall Way 60440,,2.5,"1,606",,,,, 0, 0,,,,,

"Attached Single Family, Townhouse (2 Story)",,1977,Bolingbrook,,"$150,000",, 1,,335 Walnut Cir 60440,3.0,1.5,"1,300",,, 1, 1, 0, 0,,,," $2,959", 6

"Detached Single Family, 2 Stories",$8/month,2001,Bolingbrook,,"$277,000",, 2,,1481 Lily Cache Ln 60490,4.0,2.5,"1,960",,, 2, 1, 10, 10,,, 900," $7,798.72", 9

"Detached Single Family, Raised Ranch",,1972,Bolingbrook,,"$240,000",, 2,,533 N Ashbury Ave 60440,4.0,2,"1,950",,, 2,, 8, 8,,,," $5,915", 8

Single Family Residential,,1992,Williams Glen,,"$313,900",, 3, Bolingbrook High School,1 Pembrook Ct 60440,4.0,2.5,"2,800"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Finished, 579,, 10

"Detached Single Family, Raised Ranch",,1973,Bolingbrook,,"$285,000",, 2.1, Bolingbrook High School,335 Gehrig Cir 60440,4.0,2,"1,962",,, 2,, 0, 18,,,," $5,131.04", 8

Condo/Co-op,,2007,,,"$279,900",,,,1183 Betsy Ross Pl 60490,,2.5,"2,013",,,,, 0, 0,,,,,

"Detached Single Family, 1 Story",,1976,Bolingbrook,,"$197,500",, 1, Bolingbrook High School,304 Appling Ln 60440,3.0,2,"1,133",,, 2,, 0, 0,,,," $4,798.68", 5

"Detached Single Family, 2 Stories",,1969,Bolingbrook,,"$210,000",,,,236 N Ashbury Ave 60440,3.0,1.5,"1,480",,, 1, 1, 0, 0,,,," $4,758.50", 7

"Detached Single Family, 2 Stories",,1999,Bolingbrook,,"$252,000",, 2,,643 Hillcrest Dr 60440,3.0,2.5,"1,816",,, 2, 1, 2, 0,,,," $8,052.22", 6

"Detached Single Family, 1 Story",,1961,Bolingbrook,,"$185,000",, 1, Bolingbrook High School,204 Harwood Dr 60440,3.0,1.5,"1,115",,, 1, 1, 0, 0,,,," $4,765", 5

"Detached Single Family, 2 Stories",,1998,Bolingbrook,,"$318,000",, 2,,601 Kingsbrooke Xing 60440,5.0,3.5,"1,844",,, 3, 1, 12, 12,,,," $7,100.84", 11

"Detached Single Family, 2 Stories",$9/month,1996,Bolingbrook,,"$349,724",, 2, Neuqua Valley High School,119 Peace Ave 60490,4.0,2.5,"2,092",,, 2, 1, 12, 8,,,," $7,510.58", 9

"Attached Single Family, Townhouse (2 Story)",$195/month,1978,Bolingbrook,,"$135,000",, 2,,21 Fernwood Dr 60440,3.0,1.5,648,,, 1, 1, 4, 0,,,," $4,230.66", 6

"Detached Single Family, 2 Stories",$29/month,2003,Bolingbrook,,"$299,999",, 2, Bolingbrook High School,183 Holly St 60490,4.0,2.5,"2,267",,, 2, 1, 8, 12,,,," $10,565.70", 9

"Attached Single Family, 1/2 Duplex",,1979,Bolingbrook,,"$162,000",, 1, Bolingbrook High School,258 Juniper Ln 60440,3.0,2.5,,,, 2, 1, 8, 0,,,," $2,091.54", 6

"Detached Single Family, 2 Stories",$17/month,2015,Bolingbrook,,"$407,500",, 2, Plainfield East High School,1907 Great Plains Way 60490,4.0,2.5,"2,893",,, 2, 1, 12, 8,,,," $10,229.74", 9

"Attached Single Family, Townhouse (2 Story)",$152/month,1968,Bolingbrook,,"$137,000",, 2, Bolingbrook High School,110 Beaconridge Dr 60440,3.0,2.5,"1,100",,, 2, 1, 6, 2,,,," $1,828", 6

"Detached Single Family, 2 Stories",$13/month,2003,Bolingbrook,,"$275,000",, 2, Bolingbrook High School,13 Franklin Ct 60440,5.0,2.5,"2,351",,, 2, 1, 8, 0,,, 950," $9,833.82", 10

"Attached Single Family, Townhouse (2 Story)",$175/month,1993,Bolingbrook,,"$178,900",, 2, Bolingbrook High School,308 Wildrose Ct 60440,3.0,1.5,"1,262",,, 1, 1, 6, 10,,,," $3,679.64", 7

Condo,$189/month,2002,Bolingbrook,,"$193,000",, 2,,111 Enclave Cir 60440,3.0,2.5,"1,587",,, 2, 1, 0, 0,,,," $4,315.08", 7

"Detached Single Family, 2 Stories",,1991,Bolingbrook,,"$412,500",, 2,,8 Roanoke Ct 60440,4.0,3,"4,196",,, 3,, 0, 0,,,," $13,826.54", 7

"Detached Single Family, 2 Stories",,1971,Bolingbrook,,"$239,000",, 2,,713 Westchester Ln 60440,4.0,2,"1,950",,, 2,, 8, 4,,,," $5,995.72", 8

"Attached Single Family, 1/2 Duplex",,1977,Bolingbrook,,"$147,000",, 1,,216 Cherry Ct 60440,3.0,2.5,"1,329",,, 2, 1, 12, 0,,,," $2,959.32", 6

"Detached Single Family, Split-Level",,1976,Bolingbrook,,"$276,500",, 2,,542 Rockhurst Rd 60440,5.0,3,"3,036",,, 3,, 14, 0,,,," $7,066", 10

"Detached Single Family, 2 Stories",,1984,Bolingbrook,,"$215,000",, 2.5, Bolingbrook High School,340 Homewood Dr 60440,3.0,2,"1,490",,, 2,, 10, 0,,,," $6,076.22", 7

Single Family Residential,,1991,,,"$250,000",,,,1143 Collingwood Ln 60440,3.0,2.5,"2,225",,,,, 0, 0,,,,, 8

"Attached Single Family, Townhouse (2 Story)",$199/month,1972,Bolingbrook,,"$153,200",, 1, Bolingbrook High School,234 Monroe Rd 60440,2.0,2.5,"1,320",,, 2, 1, 4, 0,,,," $3,935.24", 6

"Detached Single Family, 2 Stories",$8/month,2002,Bolingbrook,,"$329,900",, 2, Bolingbrook High School,1424 Aster Ln 60490,4.0,2.5,"2,500",,, 2, 1, 14, 16,,,," $10,342.66", 11

"Detached Single Family, Split-Level",,1978,Bolingbrook,,"$272,750",, 2.5, South High School,560 Whitehall Way 60440,3.0,2.5,"2,183",,, 2, 1, 8, 0,,,," $7,093.06", 8

"Detached Single Family, Split-Level",,1971,Bolingbrook,,"$230,000",, 2, Bolingbrook High School,169 N Lancaster Dr 60440,3.0,2,,,, 2,, 8, 4,,,," $5,388.16", 8

"Attached Single Family, 1/2 Duplex",$199/month,1971,Bolingbrook,,"$174,900",, 1,,143 Julie Rd 60440,3.0,2.5,"1,320",,, 2, 1, 0, 8,,,," $5,007.34", 6

"Detached Single Family, 2 Stories",$42/month,2005,Bolingbrook,,"$725,000",, 3, Plainfield East High School,1229 Bush Blvd 60490,5.0,4.5,"4,249",,, 4, 1, 8, 24,,, 2222," $16,926.94", 13

"Detached Single Family, 1 Story",,1996,Bolingbrook,,"$245,000",, 2, Bolingbrook High School,160 Sandalwood Ln 60440,3.0,2,"1,450",,, 2,, 10, 0,,, 1450," $6,646.58", 6

Condo,$215/month,1975,Bolingbrook,,"$115,750",, 1, Bolingbrook High School,15 Wildwood Lane H 60440,2.0,1,"1,012",,, 1,, 8, 0,,,," $2,682.32", 5

"Detached Single Family, Split-Level with Sub-Basement",,2000,Bolingbrook,,"$290,000",, 2, Bolingbrook High School,3 Ash Ct 60490,3.0,2.5,"1,825",,, 2, 1, 8, 0,,,," $9,092.24", 8

